GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	GO ASPECT	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A1D6DT56	100194154	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6DT57	ZEAMMB73_Zm00001d001820	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6DTB4	ZEAMMB73_Zm00001d001831	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6DTB5	ZEAMMB73_Zm00001d001831	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6DTB6	ZEAMMB73_Zm00001d001831	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6DTB7	ZEAMMB73_Zm00001d001831	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6DTL6	ZEAMMB73_Zm00001d001850	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6E0T9	ZEAMMB73_Zm00001d002454	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6E0T9	ZEAMMB73_Zm00001d002454	involved_in	GO:0019253	reductive pentose-phosphate cycle	P	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00116	4577	UniProt		P
UniProtKB	A0A1D6E0T9	ZEAMMB73_Zm00001d002454	involved_in	GO:0019253	reductive pentose-phosphate cycle	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	4577	UniProt		P
UniProtKB	A0A1D6E5W5	103646199	involved_in	GO:0009767	photosynthetic electron transport chain	P	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q2V4B2|araport11:AT2G01918.1	4577	EnsemblPlants		P
UniProtKB	A0A1D6E5W5	103646199	involved_in	GO:0009767	photosynthetic electron transport chain	P	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002122480|TAIR:locus:1009023157|TAIR:locus:2035775|TAIR:locus:2096707	4577	GO_Central		P
UniProtKB	A0A1D6E5W5	103646199	involved_in	GO:0015979	photosynthesis	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008797	4577	InterPro		P
UniProtKB	A0A1D6E5W7	ZEAMMB73_Zm00001d002996	involved_in	GO:0015979	photosynthesis	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008797	4577	InterPro		P
UniProtKB	A0A1D6E957	ZEAMMB73_Zm00001d003426	involved_in	GO:0010206	photosystem II repair	P	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9LU10|araport11:AT5G39830.1	4577	EnsemblPlants		P
UniProtKB	A0A1D6E958	ZEAMMB73_Zm00001d003426	involved_in	GO:0010206	photosystem II repair	P	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9LU10|araport11:AT5G39830.1	4577	EnsemblPlants		P
UniProtKB	A0A1D6E9B1	ZEAMMB73_Zm00001d003459	involved_in	GO:0010206	photosystem II repair	P	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN007653738|TAIR:locus:2005585	4577	GO_Central		P
UniProtKB	A0A1D6ECS1	ZEAMMB73_Zm00001d003974	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6EN30	ZEAMMB73_Zm00001d005458	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00091	4577	UniProt		P
UniProtKB	A0A1D6EPF8	ZEAMMB73_Zm00001d005679	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6EPF9	ZEAMMB73_Zm00001d005679	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6EPG0	ZEAMMB73_Zm00001d005679	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6EPG1	ZEAMMB73_Zm00001d005679	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6ES71	ZEAMMB73_Zm00001d006033	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6ES74	MLO	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6ES79	103647543	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6ES86	MLO	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6ES99	ZEAMMB73_Zm00001d006033	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6EVV9	ZEAMMB73_Zm00001d006401	involved_in	GO:0015979	photosynthesis	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002325	4577	InterPro		P
UniProtKB	A0A1D6EVV9	ZEAMMB73_Zm00001d006401	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6EVW0	ZEAMMB73_Zm00001d006402	involved_in	GO:0015979	photosynthesis	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003359	4577	InterPro		P
UniProtKB	A0A1D6EVW0	ZEAMMB73_Zm00001d006402	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6EVW0	ZEAMMB73_Zm00001d006402	involved_in	GO:0019253	reductive pentose-phosphate cycle	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	4577	UniProt		P
UniProtKB	A0A1D6EVW3	ZEAMMB73_Zm00001d006402	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6EVW3	ZEAMMB73_Zm00001d006402	involved_in	GO:0019253	reductive pentose-phosphate cycle	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	4577	UniProt		P
UniProtKB	A0A1D6EW15	ZEAMMB73_Zm00001d006416	involved_in	GO:0048564	photosystem I assembly	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040340	4577	InterPro		P
UniProtKB	A0A1D6EXK9	ZEAMMB73_Zm00001d006540	involved_in	GO:0009767	photosynthetic electron transport chain	P	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002122480|TAIR:locus:1009023157|TAIR:locus:2035775|TAIR:locus:2096707	4577	GO_Central		P
UniProtKB	A0A1D6EXK9	ZEAMMB73_Zm00001d006540	involved_in	GO:0015979	photosynthesis	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR008797	4577	InterPro		P
UniProtKB	A0A1D6EXK9	ZEAMMB73_Zm00001d006540	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6EY41	ZEAMMB73_Zm00001d006592	involved_in	GO:0009765	photosynthesis, light harvesting	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001344	4577	InterPro		P
UniProtKB	A0A1D6EY41	ZEAMMB73_Zm00001d006592	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6EZH7	ZEAMMB73_Zm00001d006663	involved_in	GO:0009765	photosynthesis, light harvesting	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001344	4577	InterPro		P
UniProtKB	A0A1D6EZH7	ZEAMMB73_Zm00001d006663	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6F553	ZEAMMB73_Zm00001d007267	involved_in	GO:0009765	photosynthesis, light harvesting	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001344	4577	InterPro		P
UniProtKB	A0A1D6F553	ZEAMMB73_Zm00001d007267	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6F9C2	107648855	involved_in	GO:0015979	photosynthesis	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002683	4577	InterPro		P
UniProtKB	A0A1D6F9C2	107648855	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FD55	ZEAMMB73_Zm00001d008481	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FD56	ZEAMMB73_Zm00001d008481	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FGY1	ZEAMMB73_Zm00001d008976	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FGY3	ZEAMMB73_Zm00001d008976	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FJX4	ZEAMMB73_Zm00001d009543	involved_in	GO:0015979	photosynthesis	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004928	4577	InterPro		P
UniProtKB	A0A1D6FQE4	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQE6	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQE7	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQE8	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQE9	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQF0	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQF1	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQF2	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQF4	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQF5	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQF6	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQF7	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQF8	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQF9	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQG0	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQG1	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQG2	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQG3	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQG4	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQG5	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQG6	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQG7	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQG9	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQH4	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQH5	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FQH6	ZEAMMB73_Zm00001d010321	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FSY7	ZEAMMB73_Zm00001d010715	involved_in	GO:0015979	photosynthesis	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009806	4577	InterPro		P
UniProtKB	A0A1D6FSY7	ZEAMMB73_Zm00001d010715	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6FSY7	ZEAMMB73_Zm00001d010715	involved_in	GO:0042549	photosystem II stabilization	P	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002159343|TAIR:locus:2064407	4577	GO_Central		P
UniProtKB	A0A1D6FY06	ZEAMMB73_Zm00001d011218	involved_in	GO:0009765	photosynthesis, light harvesting	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001344	4577	InterPro		P
UniProtKB	A0A1D6FY06	ZEAMMB73_Zm00001d011218	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6G9X3	ZEAMMB73_Zm00001d012580	involved_in	GO:0048564	photosystem I assembly	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR040340	4577	InterPro		P
UniProtKB	A0A1D6GB93	ZEAMMB73_Zm00001d012702	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6GB94	ZEAMMB73_Zm00001d012702	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6GBA2	100384708	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6GEW5	ZEAMMB73_Zm00001d013013	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6GEW5	ZEAMMB73_Zm00001d013013	involved_in	GO:0015979	photosynthesis	P	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000139856	4577	UniProt		P
UniProtKB	A0A1D6GEW6	ZEAMMB73_Zm00001d013013	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6GEW6	ZEAMMB73_Zm00001d013013	involved_in	GO:0015979	photosynthesis	P	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000139856	4577	UniProt		P
UniProtKB	A0A1D6GEW7	103625782	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6GEW7	103625782	involved_in	GO:0015979	photosynthesis	P	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000139856	4577	UniProt		P
UniProtKB	A0A1D6GEX0	ZEAMMB73_Zm00001d013013	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6GEX0	ZEAMMB73_Zm00001d013013	involved_in	GO:0015979	photosynthesis	P	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000139856	4577	UniProt		P
UniProtKB	A0A1D6GEX1	ZEAMMB73_Zm00001d013013	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6GEX1	ZEAMMB73_Zm00001d013013	involved_in	GO:0015979	photosynthesis	P	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000139856	4577	UniProt		P
UniProtKB	A0A1D6GF65	ZEAMMB73_Zm00001d013039	involved_in	GO:0015979	photosynthesis	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003685|InterPro:IPR036579	4577	InterPro		P
UniProtKB	A0A1D6GF65	ZEAMMB73_Zm00001d013039	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6GF65	ZEAMMB73_Zm00001d013039	involved_in	GO:0015979	photosynthesis	P	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001591757	4577	UniProt		P
UniProtKB	A0A1D6GHI2	ZEAMMB73_Zm00001d013277	involved_in	GO:0010206	photosystem II repair	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR025585	4577	InterPro		P
UniProtKB	A0A1D6GHI2	ZEAMMB73_Zm00001d013277	involved_in	GO:0010207	photosystem II assembly	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR025585	4577	InterPro		P
UniProtKB	A0A1D6GHI2	ZEAMMB73_Zm00001d013277	involved_in	GO:0010207	photosystem II assembly	P	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9ZVZ9|araport11:AT1G05385.1	4577	EnsemblPlants		P
UniProtKB	A0A1D6GHI2	ZEAMMB73_Zm00001d013277	involved_in	GO:0010207	photosystem II assembly	P	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002145830|TAIR:locus:505006101	4577	GO_Central		P
UniProtKB	A0A1D6GI54	ZEAMMB73_Zm00001d013324	involved_in	GO:0009772	photosynthetic electron transport in photosystem II	P	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000226896|TAIR:locus:2136922	4577	GO_Central		P
UniProtKB	A0A1D6GI54	ZEAMMB73_Zm00001d013324	involved_in	GO:0009773	photosynthetic electron transport in photosystem I	P	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000226896|TAIR:locus:2136922	4577	GO_Central		P
UniProtKB	A0A1D6GJM0	ZEAMMB73_Zm00001d013450	involved_in	GO:0015979	photosynthesis	P	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000344397|TAIR:locus:2008920|TAIR:locus:2011671|TAIR:locus:2037385|TAIR:locus:2136652	4577	GO_Central		P
UniProtKB	A0A1D6GLZ4	ZEAMMB73_Zm00001d013766	involved_in	GO:0009765	photosynthesis, light harvesting	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001344	4577	InterPro		P
UniProtKB	A0A1D6GLZ4	ZEAMMB73_Zm00001d013766	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6GTZ9	ZEAMMB73_Zm00001d014524	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6GU05	ZEAMMB73_Zm00001d014524	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6GU07	ZEAMMB73_Zm00001d014524	involved_in	GO:0015979	photosynthesis	P	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	4577	UniProt		P
UniProtKB	A0A1D6GU53	ZEAMMB73_Zm00001d014564	involved_in	GO:0010207	photosystem II assembly	P	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002628	4577	InterPro		P
