GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A0P0V025	Os01g0208700	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135|InterPro:IPR022805	39947	InterPro		P
UniProtKB	A0A0P0V025	Os01g0208700	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	A0A0P0V835	Os01g0746000	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135	39947	InterPro		P
UniProtKB	A0A0P0V8E0	Os01g0758300	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135|InterPro:IPR022805	39947	InterPro		P
UniProtKB	A0A0P0V8E0	Os01g0758300	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	A0A0P0V8H5	Os01g0758300	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135	39947	InterPro		P
UniProtKB	A0A0P0VBL9	Os01g0899425	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR020878	39947	InterPro		P
UniProtKB	A0A0P0VBL9	Os01g0899425	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	A0A0P0VBL9	Os01g0899425	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	A0A0P0VGZ1	OJ1134_F06.2-2	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135	39947	InterPro		P
UniProtKB	A0A0P0VH10	Os02g0244700	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135|InterPro:IPR022805	39947	InterPro		P
UniProtKB	A0A0P0VH10	Os02g0244700	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	A0A0P0VH17	Os02g0244700	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135	39947	InterPro		P
UniProtKB	A0A0P0WE66	Os04g0595700	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00116	39947	UniProt		P
UniProtKB	A0A0P0WE66	Os04g0595700	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	A0A0P0WMP8	Os05g0427800	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017443|InterPro:IPR036422	39947	InterPro		P
UniProtKB	A0A0P0WMP8	Os05g0427800	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	A0A0P0WMP8	Os05g0427800	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	A0A0P0X7P8	Os07g0569600	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	A0A0P0XF10	Os08g0366000	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135	39947	InterPro		P
UniProtKB	A0A0P0XFH1	Os08g0366000	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135|InterPro:IPR022805	39947	InterPro		P
UniProtKB	A0A0P0XFH1	Os08g0366000	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	A0A0P0XLG1	Os09g0315700	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135|InterPro:IPR022805	39947	InterPro		P
UniProtKB	A0A0P0XLG1	Os09g0315700	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	A0A0P0XU26	OSJNBb0075K12.39	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017443|InterPro:IPR020878|InterPro:IPR020888|InterPro:IPR036422	39947	InterPro		P
UniProtKB	A0A0P0XU26	OSJNBb0075K12.39	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	A0A0P0XU26	OSJNBb0075K12.39	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	A0A0P0Y838	Os12g0207600	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017443|InterPro:IPR020878|InterPro:IPR020888|InterPro:IPR036422	39947	InterPro		P
UniProtKB	A0A0P0Y838	Os12g0207600	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	A0A0P0Y838	Os12g0207600	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	A0A1C3HPR7	rbcL	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017443|InterPro:IPR020878|InterPro:IPR020888|InterPro:IPR036422	39947	InterPro		P
UniProtKB	A0A1C3HPR7	rbcL	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	A0A1C3HPR7	rbcL	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	A0A345YV67	RBCS	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	A0A345YV67	RBCS	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	39947	UniProt		P
UniProtKB	A0A345YV67	RBCS	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	A0A345YV67	RBCS	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	39947	UniProt		P
UniProtKB	A0A8J8Y207	OsJ_03516	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135|InterPro:IPR022805	39947	InterPro		P
UniProtKB	A0A8J8Y207	OsJ_03516	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	A2ZXR8	OsJ_03431	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135	39947	InterPro		P
UniProtKB	A3AAE2	Os02g0698000	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00116	39947	UniProt		P
UniProtKB	A3AAE2	Os02g0698000	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	A3ANV6	Os03g0807900	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	A3BLB7	OsJ_24802	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	A3CGK1	RBCS	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	A3CGK1	RBCS	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	39947	UniProt		P
UniProtKB	A3CGK1	RBCS	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	A3CGK1	RBCS	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	39947	UniProt		P
UniProtKB	A3CGK3	RBCS	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	A3CGK3	RBCS	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	39947	UniProt		P
UniProtKB	A3CGK3	RBCS	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	A3CGK3	RBCS	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	39947	UniProt		P
UniProtKB	B9EYU8	OsJ_00085	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135	39947	InterPro		P
UniProtKB	B9EZR3	Osppc3	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135|InterPro:IPR022805	39947	InterPro		P
UniProtKB	B9EZR3	Osppc3	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	B9F2S4	RBCS	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	B9F2S4	RBCS	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	39947	UniProt		P
UniProtKB	B9F2S4	RBCS	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	B9F2S4	RBCS	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	39947	UniProt		P
UniProtKB	B9F4R1	OsJ_06051	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135|InterPro:IPR022805	39947	InterPro		P
UniProtKB	B9F4R1	OsJ_06051	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	B9FC92	OsJ_16006	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00116	39947	UniProt		P
UniProtKB	B9FC92	OsJ_16006	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	B9G0Z9	OsJ_27374	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	C7IWD0	Os01g0791600	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017443|InterPro:IPR036422	39947	InterPro		P
UniProtKB	C7IWD0	Os01g0791600	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	C7IWD0	Os01g0791600	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	C7J1V7	Os04g0596900	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00116	39947	UniProt		P
UniProtKB	C7J1V7	Os04g0596900	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	E9KIP7	rbcL	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017443|InterPro:IPR020878|InterPro:IPR020888|InterPro:IPR036422	39947	InterPro		P
UniProtKB	E9KIP7	rbcL	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	E9KIP7	rbcL	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000339182	39947	UniProt		P
UniProtKB	E9KIP7	rbcL	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	E9KIP7	rbcL	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000339182	39947	UniProt		P
UniProtKB	G8CTM6	rbcS	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	G8CTM6	rbcS	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516319	39947	UniProt		P
UniProtKB	G8CTM6	rbcS	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	G8CTM6	rbcS	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516319	39947	UniProt		P
UniProtKB	H2KWZ9	LOC_Os12g17600	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	H2KWZ9	LOC_Os12g17600	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	O64422	LOC_Os03g16050	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000041	UniPathway:UPA00116	39947	UniProt		P
UniProtKB	O64422	LOC_Os03g16050	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	P0C512	rbcL	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017443|InterPro:IPR020878|InterPro:IPR020888|InterPro:IPR036422	39947	InterPro		P
UniProtKB	P0C512	rbcL	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	P0C512	rbcL	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000339182	39947	UniProt		P
UniProtKB	P0C512	rbcL	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	P0C512	rbcL	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000339182	39947	UniProt		P
UniProtKB	P18566	RBCS1	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	P18566	RBCS1	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	39947	UniProt		P
UniProtKB	P18566	RBCS1	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	P18566	RBCS1	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	39947	UniProt		P
UniProtKB	Q0DB64	Os06g0598500	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017443|InterPro:IPR036422	39947	InterPro		P
UniProtKB	Q0DB64	Os06g0598500	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	Q0DB64	Os06g0598500	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	Q0DI00	Os05g0427800	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017443|InterPro:IPR036422	39947	InterPro		P
UniProtKB	Q0DI00	Os05g0427800	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	Q0DI00	Os05g0427800	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	Q0INU1	Os12g0291200	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	Q0INU1	Os12g0291200	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	Q0INY7	RBCS	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	Q0INY7	RBCS	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	39947	UniProt		P
UniProtKB	Q0INY7	RBCS	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	Q0INY7	RBCS	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	39947	UniProt		P
UniProtKB	Q0IPF7	Os12g0207600	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017443|InterPro:IPR020878|InterPro:IPR036422	39947	InterPro		P
UniProtKB	Q0IPF7	Os12g0207600	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	Q0IPF7	Os12g0207600	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	Q0J2Q4	Os09g0315700	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135	39947	InterPro		P
UniProtKB	Q0J655	OJ1484_G09.129-1	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135|InterPro:IPR022805	39947	InterPro		P
UniProtKB	Q0J655	OJ1484_G09.129-1	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	Q10MJ5	LOC_Os03g19380	involved_in	GO:0080153	negative regulation of reductive pentose-phosphate cycle	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002142411|TAIR:locus:2011676|TAIR:locus:2065220|TAIR:locus:2096009	39947	GO_Central		P
UniProtKB	Q2QTJ1	RBCS	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	Q2QTJ1	RBCS	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	39947	UniProt		P
UniProtKB	Q2QTJ1	RBCS	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	Q2QTJ1	RBCS	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	39947	UniProt		P
UniProtKB	Q2QTJ7	RBCS	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	Q2QTJ7	RBCS	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	39947	UniProt		P
UniProtKB	Q2QTJ7	RBCS	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	Q2QTJ7	RBCS	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	39947	UniProt		P
UniProtKB	Q2QTK0	RBCS	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	Q2QTK0	RBCS	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	39947	UniProt		P
UniProtKB	Q2QTK0	RBCS	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	Q2QTK0	RBCS	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR001516327	39947	UniProt		P
UniProtKB	Q2QW49	LOC_Os12g10580	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017443|InterPro:IPR020878|InterPro:IPR036422	39947	InterPro		P
UniProtKB	Q2QW49	LOC_Os12g10580	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	Q2QW49	LOC_Os12g10580	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	Q339G9	LOC_Os10g21280	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017443|InterPro:IPR020878|InterPro:IPR036422	39947	InterPro		P
UniProtKB	Q339G9	LOC_Os10g21280	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	Q339G9	LOC_Os10g21280	involved_in	GO:0019253	reductive pentose-phosphate cycle	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0113	39947	UniProt		P
UniProtKB	Q5JLS6	Os01g0758300	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135|InterPro:IPR022805	39947	InterPro		P
UniProtKB	Q5JLS6	Os01g0758300	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	Q5QNA5	Os01g0208700	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135|InterPro:IPR022805	39947	InterPro		P
UniProtKB	Q5QNA5	Os01g0208700	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	Q657S3	Os01g0110700	involved_in	GO:0015977	carbon fixation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR021135|InterPro:IPR022805	39947	InterPro		P
UniProtKB	Q657S3	Os01g0110700	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
UniProtKB	Q67UV8	RBCS	involved_in	GO:0015977	carbon fixation	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0120	39947	UniProt		P
